Titre,Est_Predateur,oa_works,oa_cited,oa_found,cr_has_doi,Publisher,Impact_Ratio
Proceedings of the International Conference on Applied Innovations in IT,0,0,0,0,1,Scientific Events Gate,0.0
Perspectivas en Inteligencia,0,115,113,1,1,Sello Editorial del Ejército Nacional de Colombia,0.9741379310344828
International Journal of Advanced Engineering and Nano Technology,1,40,100,1,1,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,2.4390243902439024
IUS Doctrina,0,91,14,1,1,Universidad de Costa Rica,0.15217391304347827
فصلنامه فرهنگی- تربیتی زنان و خانواده,0,187,0,1,1,eJournalPlus,0.0
Ветеринария и кормление,0,0,0,0,1,North Caucasus Zonal Research Veterinary Institute,0.0
International Journal of Multidisciplinary and Scientific Emerging Research,1,31,3,1,1,Ess & Ess Research Publications,0.09375
Romanian Military Thinking,0,292,83,1,1,Unitatea Militara 02515RM Bucuresti,0.2832764505119454
International Journal of Applied and Pure Science and Agriculture,1,167,112,1,1,International Journal of Applied and Pure Science and Agriculture,0.6666666666666666
مجله علوم و فنون هسته‌ای,0,0,0,0,1,SCI AND TECH UNIVERSAL INC,0.0
Alchemy,0,401,696,1,1,Maulana Malik Ibrahim State Islamic University,1.7313432835820894
"International Journal of Computer Science, Information Technology, & Security",1,0,0,0,1,IGI Global,0.0
Academic Journal of Modern Philology,0,0,0,0,1,University of Chicago Press,0.0
PressAcademia,1,1999,7466,1,1,Pressacademia,3.733
Contemporary Chinese Political Economy and Strategic Relations: An International Journal,0,0,0,0,1,Routledge,0.0
Frontiers in Materials,0,3776,52080,1,1,Royal Society of Chemistry (RSC),13.788721207307386
Current Issues in Education,0,88,393,1,1,Mary Lou Fulton Teacher College,4.415730337078652
Darshan Publishers,1,3,0,1,1,Edinburgh University Press,0.0
The Ulutas Medical Journal,1,307,305,1,1,ScopeMed,0.9902597402597403
Science Sights,1,0,0,0,1,University of Iowa Press,0.0
Estudios sobre las Culturas Contemporáneas,0,245,690,1,1,Universidad de Colima,2.8048780487804876
Цифровые модели и решения,0,0,0,0,1,Федеральный исследовательский центр «Информатика и управление» РАН,0.0
Congress Press,1,0,0,0,1,Rowman & Littlefield Publishers,0.0
International Journal of Current Research in Chemistry and Pharmaceutical Sciences,1,145,249,1,1,Current Research in Pharmaceutical Sciences,1.7054794520547945
World Academic Journal of Business & Applied Sciences,1,0,0,0,1,International Digital Organization for Scientific Information (IDOSI),0.0
Scholoxy Publications,1,0,0,0,1,MDPI AG,0.0
Ingeniería e Innovación,0,238,173,1,1,Universidad de Cordoba,0.7238493723849372
Descentrada,0,224,267,1,1,Universidad Nacional de La Plata,1.1866666666666668
Quarterly Physics Review,1,4,3,1,1,Knowledge Enterprise Journals,0.6
Jurnal Penegakan Hukum dan Keadilan,0,72,347,1,1,Universitas Muhammadiyah Yogyakarta,4.7534246575342465
An-Nadaa: Jurnal Kesehatan Masyarakat,0,219,418,1,1,Universitas Islam Kalimantan MAB Banjarmasin,1.9
Advance Journals of Engineering Mathematics and Computer Sciences,1,0,0,0,1,Springer Netherlands,0.0
Computational Research Progress in Applied Science & Engineering,1,73,296,1,1,CMV Verlag,4.0
International Journal of Chemical and Pharmaceutical Sciences,1,0,0,0,1,Maad Rayan Publishing Company,0.0
Weekly Science International Research Journal,1,0,0,0,1,IPS Intelligentsia Publishing Services,0.0
EDUVED Global Management Research,1,0,0,0,1,Emerald (MCB UP ),0.0
Journal of Animal and Plant Sciences,1,2797,21533,1,1,Universe Scientific Publishing Pte. Ltd.,7.695854181558256
Chemical and Process Engineering,0,6854,186279,1,1,Wiley,27.17417943107221
Albert Science International Organization,1,0,0,0,1,I.B. Tauris,0.0
Kiban Research Publications,1,0,0,0,1,MDPI AG,0.0
Revista Ecuatoriana de Pediatría,0,155,112,1,1,Ecuadorian Society of Pediatrics,0.717948717948718
Revista de Investigaciones de la Universidad Le Cordon Bleu,0,226,192,1,1,Universidad Le Cordon Bleu,0.8458149779735683
Refracción,0,0,0,0,0,Unknown,0.0
"G-Journal of Education, Social Science and Humanities",1,0,0,0,1,Warwick Evans Publishing,0.0
Frontiers in Stroke,0,163,225,1,1,Frontiers Media SA,1.3719512195121952
International Journal of Advanced Technology and Innovative Research,1,0,0,0,1,Amplionix LLP,0.0
Migrating Minds,0,0,0,0,1,Routledge,0.0
Regiones y Desarrollo Sustentable,0,78,18,1,1,"El Colegio de Tlaxcala, A. C.",0.22784810126582278
International Journal of Medical Research,1,10343,132092,1,1,National Institutes of Health Malaysia,12.769914926527456
Maryland Institute of Research,1,606,1866,1,1,UNP - Nebraska,3.074135090609555
Multidisciplinary Journals,1,44,1,1,1,Unived Press,0.022222222222222223
American International Journal of Contemporary Research,1,97,1173,1,1,The Brooklyn Research and Publishing Institute,11.96938775510204
Journal of Advances in Internal Medicine,1,221,385,1,1,Japanese Society of Internal Medicine,1.7342342342342343
International Journal of English Language & Translation Studies,1,27,159,1,1,KY Publications,5.678571428571429
Revista de Morfologia Urbana,0,215,137,1,1,Revista de Morfologia Urbana,0.6342592592592593
Macoctagon Journals,1,0,0,0,1,Oxford University Press,0.0
Teoría de la Educación: Educación y Cultura en la Sociedad de la Información,0,0,0,0,1,Ediciones Complutense,0.0
Maguaré,0,198,349,1,1,Universidad Nacional de Colombia,1.7537688442211055
Imagofagia,0,169,1118,1,0,Unknown,6.576470588235294
Journal of Medicinal Plants for Economic Development,0,137,410,1,1,AOSIS,2.971014492753623
Tlalli Revista de Investigación en Geografía,0,121,73,1,1,Universidad Nacional Autonoma de Mexico,0.5983606557377049
International Journal of Pharmacy and Pharmaceutical Sciences,1,3801,23246,1,1,Symbiosis Group,6.114150447133087
IJEBD (International Journal of Entrepreneurship and Business Development),0,655,956,1,1,Narotama University,1.4573170731707317
Journal of Environmental Hydrology,1,32,176,1,1,CRC Press,5.333333333333333
Meat Technology,0,222,524,1,1,"Faculty of Philology, University of Belgrade",2.3497757847533634
Phaselis: Disiplinlerarası Akdeniz Araştırmaları Dergisi,0,0,0,0,1,Disiplinlerarasi Egitim Arastirmalari Dergisi,0.0
ORIC Publications,1,0,0,0,1,MDPI AG,0.0
International Educational E-Journal,1,482,1337,1,1,Informa UK Limited,2.7681159420289854
healthbook TIMES. Oncology Hematology,0,205,82,1,1,The Heathbook company AG,0.39805825242718446
Muṭāli̒āt-i Mudīriyyat-i Gardishgarī,0,9,1,1,0,Unknown,0.1
npj Women's Health,0,0,0,0,1,Springer Science and Business Media LLC,0.0
JOINS (Journal of Information System),0,157,479,1,1,Universitas Dian Nuswantoro,3.0316455696202533
Cuadernos AISPI,0,7,1,1,1,Universidad Autonoma de Ciudad Juarez,0.125
Geosul,0,847,1178,1,1,Universidade Federal de Santa Catarina (UFSC),1.3891509433962264
Science Instinct Publications,1,0,0,0,1,Routledge,0.0
Pakistan Journal of Gender Studies,0,349,446,1,1,University of Karachi,1.2742857142857142
Revista CROMA,0,1,0,1,1,Sistema de Bibliotecas PUCP,0.0
ARPN Journals,1,0,0,0,1,Oxford University Press,0.0
IXTLI,0,146,33,1,1,Asociación Latinoamericana de Filosofía de la Educación,0.22448979591836735
SAVAP International,1,0,0,0,1,Begell House,0.0
e-Agronegocios,0,89,79,1,1,Instituto Tecnologico de Costa Rica,0.8777777777777778
Infectious Disease Modelling,0,638,14387,1,1,Elsevier BV,22.51486697965571
Mehta Press,1,0,0,0,1,Oxford University Press,0.0
Knowledge Engineering and Data Science,0,92,788,1,1,State University of Malang (UM),8.473118279569892
Austrian Law Journal,0,13,3,1,1,DE GRUYTER,0.21428571428571427
International Journal of Chemical Studies,1,10094,17302,1,1,AkiNik Publications,1.7139177810797424
"Journal of Environmental Science, Computer Science and Engineering & Technology",1,786,632,1,1,SAE Publications,0.8030495552731893
Cambridge Prisms: Plastics,0,98,569,1,1,Cambridge University Press (CUP),5.747474747474747
Jiàoyù zīliào yǔ túshūguǎn xué,0,29,49,1,0,Unknown,1.6333333333333333
Egyptian Journal of Animal Health,0,251,72,1,1,Egyptian Knowledge Bank,0.2857142857142857
Современная Европа,0,0,0,0,1,Akademizdatcenter Nauka,0.0
Current Botany,1,281,1032,1,1,Update Publishing House,3.6595744680851063
International Journal of Universal Pharmacy and Bio Sciences,1,0,0,0,1,Unique Journals Communication,0.0
Centre For Info Bio Technology,1,0,0,0,1,Kluwer Academic Publishers,0.0
AoB Plants,0,1182,32897,1,1,Oxford University Press (OUP),27.808114961961117
Buletin Psikologi,0,155,2394,1,1,Universitas Gadjah Mada,15.346153846153847
Guangdong nongye kexue,0,10944,2685,1,1,Routledge,0.245317496573778
"African Journal of Traditional, Complementary and Alternative Medicines",1,1876,33419,1,1,African Journals Online (AJOL),17.804475226425147
International Science & Research Journals,1,0,0,1,1,Eco Science Journals,0.0
Sanctum Domine,0,152,325,1,1,Sekolah Tinggi Theologia Nazarene Indonesia,2.1241830065359477
Journal of Basic and Applied Research in Biomedicine,0,30,58,1,1,Journal of Basic and Applied Research in Biomedicine,1.8709677419354838
The European Chemistry and Biotechnology Journal,0,29,50,1,1,EUCHEMBIOJ Publishing Platform,1.6666666666666667
CIRWORLD,1,0,0,0,0,Unknown,0.0
World Science Publisher,1,0,0,0,1,Association of Science Editors and Publishers,0.0
Progress in Microbes and Molecular Biology,0,0,0,0,1,HH Publisher,0.0
International Journal of Mathematical Research & Science,1,0,0,0,1,Conscientia Beam,0.0
"International Research Association of Computer Science, & Technology",1,0,0,0,1,IEEE,0.0
Pathos,0,36,1,1,1,AKADEMIE VERLAG,0.02702702702702703
International Journal of Mosquito Research,1,839,2748,1,1,AkiNik Publications,3.2714285714285714
Uluslararası Hakemli İletişim ve Edebiyat Araştırmaları Dergisi [alt] UHIVE,1,0,0,0,1,"Uluslararasi Dil, Edebiyat ve Kultur Arastirmalari Dergisi",0.0
Ivy Union Publishing,1,0,0,0,1,Columbia University Press,0.0
Теоретическая и экспериментальная психология,0,110,3,1,1,Moscow State University of Psychology and Education,0.02702702702702703
Jixie qiangdu,0,2035,1409,1,0,Unknown,0.6920432220039293
Free & Equal,0,18,1,1,1,United Nations,0.05263157894736842
International Journal Of Multidisciplinary Research and Review,1,0,0,0,1,Research Review Publisher,0.0
WIT Press,1,146,904,1,1,Cambridge University Press,6.149659863945578
International Journal of Social Sciences and Education,1,661,2271,1,1,Bluemark Publishers,3.430513595166163
Sprawozdania Archeologiczne,0,1923,1650,1,1,"Institute of Archaeology and Ethnology, Polish Academy of Sciences",0.8575883575883576
Health and Quality of Life Outcomes,0,3732,205064,1,1,Springer Science and Business Media LLC,54.93276185373694
Science and Knowledge Research Society,1,0,0,0,1,Springer Netherlands,0.0
African Entomology,0,1353,13635,1,1,Academy of Science of South Africa,10.070162481536189
Macrothink Institute,1,693,4608,1,1,J-Institute,6.639769452449568
"Glocalism: Journal of Culture, Politics and Innovation",0,318,863,1,1,Milano University Press,2.7053291536050157
Journal of Research in Preventive and Social Medicine,1,0,0,0,1,PiscoMed Publishing Pte Ltd,0.0
Journal of Politics in Latin America,0,278,5809,1,1,Routledge,20.82078853046595
Generics and Biosimilars Initiative Journal,1,483,2875,1,1,Pro Pharma Communications International,5.940082644628099
Webcrawler Journals,1,0,0,0,1,Oxford University Press,0.0
NTU Journal of Engineering and Technology,0,123,119,1,1,Northern Technical University,0.9596774193548387
Recerca: Revista de Pensament i Anàlisi,0,383,1119,1,1,Universitat Jaume I,2.9140625
Modern Scientific Press,1,0,0,0,1,Praeger,0.0
Revista de Salud Pública del Paraguay,0,0,0,0,1,Instituto de Investigaciones en Ciencias de la Salud,0.0
Jurnal Vokasi Indonesia,0,229,603,1,1,"Universitas Indonesia, Directorate of Research and Public Service",2.621739130434783
Visegrad Journal on Bioeconomy and Sustainable Development,0,172,1031,1,1,Walter de Gruyter GmbH,5.959537572254336
Czytanie Literatury,0,363,64,1,1,Uniwersytet Lodzki (University of Lodz),0.17582417582417584
Journal of Hydrology and Hydromechanics,0,646,10086,1,1,Walter de Gruyter GmbH,15.58887171561051
Bulletin of Applied and Research Science,1,0,0,0,1,BPAS Publications,0.0
Nuevas Glosas: Estudios Lingüísticos y Literarios,0,53,3,1,1,Universidad Nacional Autonoma de Mexico,0.05555555555555555
Revista Educación Las Américas,0,95,216,1,1,Universidad de las Americas,2.25
Psycho Idea,0,125,337,1,1,Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto,2.6746031746031744
Begawan Abioso,0,63,30,1,1,Fakultas Hukum Universitas Krisnadwipayana,0.46875
Navus: Revista de Gestão e Tecnologia,0,595,959,1,1,Servico Nacional de Aprendizagem Comercial / SENAC SC,1.6090604026845639
Oncologie,0,2372,3343,1,1,Walter de Gruyter GmbH,1.4087652760219131
Galore Knowledge Publication Pvt. Ltd.,1,0,0,0,1,Temple University Press,0.0
Professionals Center for Business Research,1,21,29,1,1,Alkhaer Publications,1.3181818181818181
International Journal of Scientific Research,1,3740,4578,1,1,Alkhaer Publications,1.2237369687249398
Revista Brasileira de Alfabetização,0,236,219,1,1,Revista Brasileira de Alfabetizacao,0.9240506329113924
International Journal of Human Sciences,1,921,4030,1,1,Institute of Humanities Research SCNU,4.370932754880694
International Journal of Artificial Intelligence and Mechatronics,1,17,9,1,1,Universitas Pendidikan Indonesia (UPI),0.5
Bell Press,1,0,0,0,1,Syracuse University Press,0.0
Ethnobiology Letters,0,471,3434,1,1,Society of Ethnobiology,7.27542372881356
Online Journal of Library & Information Science,1,0,0,0,1,Mita Society for Library and Information Science,0.0
Polymatheia,0,133,11,1,1,Kodolanyi Janos Egyetem,0.08208955223880597
Animal Welfare,0,3440,55839,1,1,Springer Berlin Heidelberg,16.22755013077594
"Hans Publishers, Inc.",1,0,0,0,1,Edinburgh University Press,0.0
Nova Explore Publications,1,0,0,0,1,LP2M STMIK Mataram,0.0
eScience Publisher,1,0,0,0,1,Elsevier BV,0.0
Apunts Sports Medicine,0,156,671,1,1,Elsevier BV,4.273885350318471
TI Journals,1,0,0,0,1,Brock University Library,0.0
JET Publishing,1,0,0,0,1,Bloomsbury Academic,0.0
Ozean Publications,1,0,0,0,1,Springer Berlin Heidelberg,0.0
Zeszyty Naukowe Małopolskiej Wyższej Szkoły Ekonomicznej w Tarnowie,0,506,340,1,1,Malopolska Wyzsza Szkola Ekonomiczna w Tarnowie,0.6706114398422091
Revista Cubana de Reumatología,0,307,243,1,1,FapUNIFESP (SciELO),0.788961038961039
Medical Research Archives,1,3504,86750,1,1,Knowledge Enterprise Journals,24.750356633380886
Swiss Journal of Research in Business and Social Science,1,0,0,0,1,Westburn Publishers,0.0
International Science and Investigation Journal,1,10,31,1,1,Elsevier BV,2.8181818181818183
International Journal of Modern Chemistry and Applied Science,1,2,19,1,1,Canadian Center of Science and Education,6.333333333333333
Вісник Харківського національного університету імені В.Н. Каразіна. Історія,0,0,0,0,1,Yuriy Fedkovych Chernivtsi National University,0.0
AUT Journal of Civil Engineering,0,114,342,1,1,DUNCKER UND HUMBLOT,2.973913043478261
International Research Journal of Applied and Basic Sciences,1,3066,6242,1,1,Science and Innovation Center,2.0352135637430715
"Bulletin of Environment, Pharmacology and Life Sciences",1,0,0,0,1,Sorbonne Université,0.0
Pravni Vjesnik,0,411,219,1,1,Faculty of Law Josip Juraj Strossmayer University of Osijek,0.5315533980582524
ROBOMECH Journal,0,323,4088,1,1,Springer Science and Business Media LLC,12.617283950617283
Swift Journals,1,0,0,0,1,Cambridge University Press,0.0
International Online Journal of Primary Education,1,84,111,1,1,International Online Journal of Primary Education (IOJPE),1.3058823529411765
"The International Journal of Knowledge, Innovation and Entreprenurship",1,0,0,0,1,University of Maribor Press,0.0
Salāmat-i kār-i Īrān,0,0,0,0,1,BRILL,0.0
American Scientific Research Journals,1,0,0,0,1,Routledge,0.0
Journal of Harmonized Research Publications,1,0,0,0,1,Journal of Harmonized Research Publications,0.0
