Titre,Est_Predateur
BAKI (Berkala Akuntansi dan Keuangan Indonesia),0
European Journal of Natural History,1
Revista Brasileira de Direito Processual Penal,0
Palimpsesto: Revista Científica de Estudios Sociales Iberoamericanos,0
European Journal of Educational Research,1
Archives of Pharmacy Practice,0
Cuadernos de Administración,0
Oncoscience,1
Jurnal Visi Ilmu Pendidikan,0
Pedagogická Orientace,0
Revue Française de Civilisation Britannique,0
GastroHep,0
Red Flower Publication Private Limited,1
Khyber Medical University Journal,0
Midwifery Journal,0
International Journal of First Aid Education,0
European Journal of Engineering Research and Science,1
Narain Publishers Pvt. Ltd,1
International Journal of College & University,1
Muaddib: Studi Kependidikan dan Keislaman,0
"Tropical Diseases, Travel Medicine and Vaccines",0
Indian Scholar,1
Revista Interamericana de Comunicação Midiática,0
Urología Colombiana,0
Emerging Academy Resources,1
Project Innovation,1
Policy and Practice: A Development Education Review,0
LínguaTec,0
Natura Croatica,0
International Journal of Advanced Networking and Applications,1
Revista Científica Odontológica,0
Orbit Research and Development,1
"Journal of Economics, Business and Management",1
Reef Resources Assessment and Management Technical Paper,1
JMIR Formative Research,0
Harčova Nauka ì Tehnologìâ,0
JPSCR: Journal of Pharmaceutical Science and Clinical Research,0
پژوهش های کاربردی در گیاهپزشکی,0
European Journal of Histochemistry,0
International Journals of Scientific Knowledge,1
Cumhuriyet Science Journal,1
Applied Research Journal,1
Agrotechniques in Industrial Crops,0
Madridge Publishers,1
Frontiers in Surgery,0
Enviro Publishers,1
Dorma Journals,1
Journal of Health Science and Prevention,0
Materials Today Electronics,0
Geograficando,0
Journal of Zoonotic Diseases,0
World Journal of Innovative Research,1
The International Journal of Social and Applied Sciences,1
Digithum,0
Open Rivers,0
International Journal of Science and Research,1
Research Scholar,1
International Journal of Educational Investigations,1
Significs Online Publishing,1
The Standard International Journals,1
Blue Eyes Intelligence Engineering & Sciences Publication,1
IET Computer Vision,0
Electronic Journal of Geotechnical Engineering,1
International Journal of Computer & Communication Engineering Research,1
International Computer Science and Engineering Society,1
Pioneer Scientific Publisher,1
Animal Research and One Health,0
Jornal de Pediatria (Versão em Português),0
Ideal Journal of Economics and Management Sciences,1
Annals of Agricultural and Environmental Medicine,0
Filozofia Nauki,0
EDUSAINS,0
ScholarsHub.net,1
Bulletin of Mathematical Sciences & Applications,1
National Association of Scholars,1
Jurnal Al-Maqayis,0
Jurisma: Jurnal Riset Bisnis & Manajemen,0
Journal of Multimorbidity and Comorbidity,0
Entrepalavras: Revista de Linguística do Departamento de Letras Vernáculas da Universidade Federal do Ceará,0
Global Pediatrics,0
Biomath,0
Alexandria Journal of Science and Technology,0
Recent Advances in Natural Sciences,0
Abstract and Applied Analysis,0
N&N Global Technology,1
BluePen Journals,1
Indo-Global Journal of Pharmaceutical Sciences,1
Revista Cubana de Derecho,0
EvoS,0
Victorquest Publications [company dissolved],1
Iranian Journal of Parasitology,0
En la España Medieval,0
International Journal of Scientific Research in Education,1
Revista do Colégio Brasileiro de Cirurgiões,0
Mandarinable,0
Journal of Modern Philosophy,0
Archaeoastronomy and Ancient Technologies,0
MAMC Journal of Medical Sciences,0
Academic Journals and Research,1
Lexis,0
Discrete Mathematics & Theoretical Computer Science,0
Journal of Computing Technologies,1
International Journal of Scientific Research & Management Studies,1
Revista Educa UMCH,0
L'Atelier du CRH,0
Openventio Publishsers,1
International Skill Research Journals,1
Continentes,0
AIRCC Publishing Corporation,1
Revista de Geografía Espacios,0
Matrix Science Mathematic,0
Global Journal of Multidisciplinary Studies,1
International Journal of Business Management and Economic Studies,1
JCA Advances,0
Juniper Publishers,1
EchoGéo,0
Asian Academic Research Associates,1
Āsīb/shināsī-i Darmāngāhī-i Dāmpizishkī,0
Studia Paedagogica Ignatiana,0
Problemy Zarządzania,0
Journal of Bio-X Research,0
Sakun Publishing House,1
e-Century Publishing Corporation,1
Neike lilun yu shijian,0
Sistemnì Doslìdženâ ta Informacìjnì Tehnologìï,0
Journal of Evolution of Research in Paediatrics and Neonatology,1
The International Journal of Business & Management,1
Immunological Medicine,0
Longbridge Publishing Company,1
European Law and Politics Journal,1
Journal of Medical Research and Practice,1
Institute of Research and Journals,1
ScientificWebJournals,1
Asian Journal of Pharmaceutical and Health Sciences,1
Global Journal for Research Analysis,1
Renu Publishers,1
"Research Journal of Pharmaceutical, Biological and Chemical Sciences",1
AD Publication,1
International Digital Organization for Scientific Information,1
Journal of University Medical & Dental College,0
International Journal of Life Sciences Biotechnology and Pharma Research,1
Građevinski Materijali i Konstrukcije,0
Machine Learning and Knowledge Extraction,0
Sciencevier,1
Revista Portuguesa de História,0
Caspian Journal of Neurological Sciences,0
International Journal of Management and Social Science Research Review,1
Journal of Engineering and Applied Mathematics,1
Research and Reports in Tropical Medicine,0
Runa,0
Universal Journal of Computer Science and Engineering Technology,1
Technical Innovations & Patient Support in Radiation Oncology,0
International Journal of Emerging Technology and Advanced Engineering,1
British Journal,1
International Journal on Recent Technologies in Mechanical and Electrical Engineering,1
Journal of Asian Social Science Research,0
Ada Lovelace Publications,1
Archéopages,0
Review of Economics and Development Studies,0
Open Access Library,1
"Eduved, International Journal of Interdisciplinary Research",1
Risks,0
IEEE Open Journal of Signal Processing,0
BMB Reports,0
International Journal on Recent Trends in Life Science and Mathematics,1
Journal of Postharvest Technology,1
Psychiatria Fennica,0
Yıldız Journal of Educational Research,0
SAMANM Group of Research Publications,1
Revista Cubana de Meteorología,0
Theoretical and Applied Mechanics,0
Natural Sciences Publishing Corporation,1
Journal of Combinatorial Algebra,0
Heródoto,0
Academic Knowledge and Research Publishing,1
International Journal of Educational Excellence,0
Clinical Epidemiology and Global Health,0
Anuario de Estudios Centroamericanos,0
Contextos Educativos: Revista de Educación,0
Journal of Comparative Study of Religions,0
International Journal of Network Security,1
Zhongguo shuxue zazhi,0
Dialogica: Revistă de Studii Culturale și Literatură,0
زبان کاوی کاربردی,0
Landform Analysis,0
International Journal of Information Systems and Project Management,0
European Chemical Bulletin,1
Journal of Public Health in Africa,0
ResearchLEAP,1
Sino-Iberoamerican Interaction,0
Trabajos de Prehistoria,0
International Journal of Innovative Research and Development,1
L'Âge d'or,0
Слово.ру: балтийский акцент,0
Jurnal Dinamika Akuntansi dan Bisnis,0
Documents d'Anàlisi Geogràfica,0
European Journal of Biotechnology and Bioscience,1
HCTL Open International Journal of Technology Innovations and Research,1
Center for Promoting Ideas,1
Jurnal Gramaswara,0
IJET (Indonesian Journal of English Teaching),0
Тазовая хирургия и онкология,0
Jurnal Agrisep,0
Biotropic: The Journal of Tropical Biology,0
Bulletin of Geography: Physical Geography Series,0
International Journal of Applied Science Engineering and Management,1
Conflict Studies Quarterly,0
Academy of Knowledge Process,1
Фармацевтичний журнал,0
International Journal of Information Technology & Computer Science,1
Anthropogenic Pollution,0
Journal of Science and Technology Advances,1
International Journal of Construction Supply Chain Management,0
Research Results in Pharmacology,0
Proscience Journals,1
ResearchWorld,1
"International Journal of Economics, Finance and Management",1
Narodna Umjetnost,0
Communications in Science and Technology,0
Ahi Evran Medical Journal,0
Xia & He Publishing [alt],1
Clio Arqueológica,0
Journal of Multidisciplinary Engineering Science Studies,1
Dhan Med Publishers,1
International Research Group,1
Environmental Problems,0
Studia Administracyjne,0
Global Health: Science and Practice Journal,0
Journal of Environmental Biology,1
"Research, Science, and Technology Publishers",1
Academic World Education & Research Center,1
Multidisciplinary Scientific Reviewer,1
Frontiers in Oral Health,0
"Food, Nutrition and Health",0
Espacio y Desarrollo,0
Методологические проблемы цивилистических исследований,0
International Journal of Medicine and Biosciences,1
Savoirs en Lien,0
International Union of Scence and Education,1
Virtual Foundation for Advancement of Science and Technology,1
Bret Research Journals,1
The Lancet Public Health,0
Journal on Baltic Security,0
Modern Research Publishers,1
Horticultural Science,0
European Journal of Legal Studies,0
Basha Research Corporation,1
International Research Journal of Multidisciplinary Science & Technology,1
International Journal of Mechanical Engineering and Information Technology,1
Lifescience Global,1
AERA Open,0
Journal of Automation and Intelligence,0
ecancermedicalscience,0
Asian and American Research Publishing Group,1
IAFOR Journal of Cultural Studies,0
Angiologia e Cirurgia Vascular,0
Hybrid Pedagogy,0
Gladius,0
Movement Ecology,0
Tạp chí Quản lý và Kinh tế Quốc tế,0
Scientia Marina,0
Journal of Bioenergy and Food Science,0
Der Pharma Chemica,1
Biological and Chemical Publishing,1
Irish Journal of Academic Practice,0
International Journal of Islamic Economics and Finance,0
Journal for Labour Market Research,0
Mehmet Akif Ersoy Üniversitesi Fen Bilimleri Enstitüsü,0
International Journal of Computation and Applied Sciences,1
Journal of Allergy and Clinical Immunology: Global,0
International Journal of Advanced Technology and Science,1
Transactions of Nanjing University of Aeronautics and Astronautics,0
Revista Latinoamericana de Opinión Pública,0
Travaux de l'Institut de Speologie Emile Racovitza,0
"International Academy of Science, Technology, Engineering and Management",1
Education Reform Journal,1
Journal of Research in General Surgery and Laparoscopy,1
Journal of the Serbian Chemical Society,0
Jurnal Berita Ilmu Keperawatan,0
Agriculture Communications,0
International Journal of Engineering & Technology,1
پژوهش ادبیات معاصر جهان,0
Quaestio Facti,0
Annals of Phytomedicine,1
مجله دانش حسابداری,0
JBJS Open Access,0
FLUIDS: International Journal of Medical Fluid Management,1
IOSR Journal of Engineering,1
Etnološka Tribina,0
HortFlora Research Spectrum,1
International Journal of Multidisciplinary and Current Research,1
Urban Resilience and Sustainability,0
RSC Sustainability,0
Fontes Linguae Vasconum,0
Iberian Journal of the History of Economic Thought,0
Indonesian Journal of Pharmacy,0
Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,0
ARS Medica,0
"Journal of Mathematics Instruction, Social Research and Opinion",0
International Journal of Food Science & Technology,0
Science Target,1
ibai-publishing,1
International Journal of Management Research and Business Strategy,1
SeBaSa,0
National Journal of Basic Medical Sciences,1
Ophthalmology and Therapy,0
Avances en Biomedicina,0
International Journal of Education and Social Science,1
